fecha,linea,afluencia_total,afluencia_promedio
2014-11-01,Línea 3,611362,29112.47619047619
2014-11-24,Línea 9,347490,28957.5
2014-11-25,Línea 3,710096,33814.09523809524
2017-02-27,Línea 1,632160,35120.0
2019-02-14,Línea 2,847040,35293.333333333336
2018-02-17,Línea 7,245993,17570.928571428572
2018-02-14,Línea 12,400330,21070.0
2018-02-07,Línea A,322900,32290.0
2018-02-11,Línea 3,345191,16437.666666666668
2018-02-13,Línea B,407034,20351.7
2018-02-15,Línea 5,273321,21024.69230769231
2013-02-10,Línea 12,113398,5968.315789473684
2013-02-09,Línea 9,246545,22413.18181818182
2014-02-01,Línea 12,218839,11517.842105263158
2014-02-25,Línea 6,160909,14628.09090909091
2014-02-10,Línea A,288453,28845.3
2010-12-15,Línea 4,90181,9018.1
2010-12-29,Línea 2,784607,32691.958333333332
2010-12-31,Línea 6,73825,7382.5
2023-12-09,Línea 7,186187,13299.07142857143
2023-12-25,Línea 9,64218,8027.25
2023-10-25,Línea 3,546075,26003.571428571428
2010-10-13,Línea 1,765780,38289.0
2010-10-28,Línea 5,255906,19685.076923076922
2024-07-19,Línea 12,323353,16167.65
2024-07-03,Línea 3,497653,24882.65
2024-07-23,Línea 8,347079,18267.315789473683
2014-09-19,Línea B,483315,24165.75
2014-09-19,Línea 5,270078,20775.23076923077
2014-04-13,Línea 2,506990,22043.043478260868
2014-04-12,Línea 7,213061,15218.642857142857
2014-04-22,Línea 6,152792,13890.181818181818
2014-06-09,Línea 9,337332,28111.0
2015-09-09,Línea 12,160739,17859.88888888889
2015-04-30,Línea 1,799572,39978.6
2015-04-06,Línea A,287232,28723.2
2014-11-29,Línea 7,232296,16592.571428571428
2014-11-20,Línea 12,185603,20622.555555555555
2014-11-13,Línea 9,384333,32027.75
2024-09-27,Línea 12,363898,19152.526315789473
2024-09-27,Línea 7,298737,21338.35714285714
2024-09-19,Línea 8,387052,21502.88888888889
2024-09-20,Línea 7,287573,22121.0
2017-02-13,Línea 2,796644,33193.5
2017-02-24,Línea B,456978,22848.9
2017-02-23,Línea 1,739377,36968.85
2019-02-02,Línea 12,304396,15219.8
2018-02-16,Línea B,482257,24112.85
2018-02-06,Línea 5,274375,21105.76923076923
2018-02-08,Línea B,468243,22297.285714285714
2018-02-07,Línea 4,68936,7659.555555555556
2018-02-18,Línea 5,142011,10923.923076923076
2013-02-11,Línea 8,402339,21175.736842105263
2013-02-15,Línea 4,84738,9415.333333333334
2013-02-03,Línea 1,437290,21864.5
2013-02-03,Línea 6,73198,6654.363636363636
2013-02-15,Línea 3,732957,38576.68421052631
2010-12-09,Línea B,547416,26067.428571428572
2023-12-09,Línea B,404742,19273.428571428572
2023-12-19,Línea 12,192450,13746.42857142857
2023-12-29,Línea 6,90598,8236.181818181818
2023-10-07,Línea 7,175967,12569.07142857143
2023-10-07,Línea 6,80928,8092.8
2024-07-07,Línea 2,328844,14297.565217391304
2014-09-03,Línea 5,272495,20961.153846153848
2014-09-21,Línea 1,486816,24340.8
2014-04-11,Línea 9,338692,28224.333333333332
2014-06-11,Línea B,496314,23634.0
2015-04-06,Línea 2,786738,31469.52
2015-04-29,Línea 5,282782,21752.46153846154
2014-11-18,Línea 1,742853,39097.52631578947
2024-09-11,Línea 2,670012,27917.166666666668
2017-02-26,Línea 4,48245,4824.5
2017-02-19,Línea A,171306,17130.6
2019-02-18,Línea 3,704077,33527.47619047619
2019-02-04,Línea 4,75183,9397.875
2018-02-18,Línea 7,115085,8852.692307692309
2013-02-14,Línea 9,369713,33610.27272727273
2013-02-20,Línea 9,418134,34844.5
2013-02-01,Línea 9,406230,33852.5
2013-02-03,Línea B,298975,14236.904761904761
2014-02-20,Línea 2,859293,39058.77272727273
2010-12-13,Línea 3,727221,36361.05
2010-12-06,Línea 8,397653,22091.833333333332
2010-12-24,Línea A,208352,20835.2
2010-12-27,Línea 6,99301,9027.363636363636
2023-12-10,Línea 9,181286,15107.166666666666
2023-10-08,Línea 5,62476,5206.333333333333
2023-10-21,Línea 5,124096,9545.846153846154
2023-10-24,Línea 1,195519,24439.875
2010-10-03,Línea 2,490049,20418.708333333332
2014-09-13,Línea 6,143067,11922.25
2014-09-15,Línea A,239620,23962.0
2014-09-30,Línea 3,768086,38404.3
2014-09-16,Línea 8,197328,10385.684210526315
2014-06-11,Línea A,302502,30250.2
2014-06-29,Línea 1,441289,22064.45
2014-06-21,Línea 3,553343,26349.666666666668
2015-09-17,Línea 3,623636,31181.8
2015-09-07,Línea 7,309307,22093.35714285714
2015-09-12,Línea 1,677354,35650.21052631579
2015-09-15,Línea A,270488,27048.8
2014-11-12,Línea 3,731533,36576.65
2014-11-20,Línea 2,750457,31269.041666666668
2014-11-24,Línea 5,254233,19556.384615384617
2014-11-22,Línea A,264031,26403.1
2017-02-11,Línea 6,104118,10411.8
2019-02-08,Línea 1,657412,34600.63157894737
2019-02-01,Línea 6,110312,10028.363636363636
2019-02-16,Línea A,185820,18582.0
2018-02-06,Línea B,448455,21355.0
2018-02-01,Línea 5,260496,21708.0
2013-02-28,Línea 8,447016,23527.157894736843
2013-02-02,Línea 9,293815,24484.583333333332
2013-02-02,Línea 3,590253,28107.285714285714
2014-02-22,Línea 1,607770,31987.894736842107
2014-02-10,Línea 7,307579,23659.923076923078
2023-12-28,Línea 12,147744,10553.142857142857
2023-12-29,Línea 9,197958,19795.8
2023-12-25,Línea 6,26840,2982.222222222222
2023-10-12,Línea 3,546700,26033.333333333332
2023-10-27,Línea 4,94052,9405.2
2023-10-10,Línea 12,216935,15495.357142857143
2023-10-20,Línea 7,294916,21065.428571428572
2010-10-15,Línea 2,1024463,42685.958333333336
2010-10-31,Línea 9,165412,13784.333333333334
2010-10-13,Línea 3,900099,42861.857142857145
2024-07-07,Línea 12,153719,7685.95
2024-07-06,Línea 3,358063,17903.15
2014-09-05,Línea 5,298863,22989.46153846154
2014-04-24,Línea 9,327192,29744.727272727272
2014-04-29,Línea 8,403432,21233.263157894737
2014-04-25,Línea 4,89219,8921.9
2014-04-04,Línea 4,97399,9739.9
2014-06-04,Línea 9,372846,33895.09090909091
2015-09-13,Línea 1,464773,24461.736842105263
2015-09-07,Línea 8,410733,21617.526315789473
2015-09-11,Línea 2,885647,36901.958333333336
2015-09-06,Línea 7,127033,9771.76923076923
2015-09-15,Línea 5,247728,19056.0
2015-09-15,Línea 8,385392,21410.666666666668
2015-09-26,Línea 2,734772,30615.5
2015-04-29,Línea 3,778864,35402.90909090909
2014-11-14,Línea 8,469010,24684.736842105263
2014-11-05,Línea 2,852151,35506.291666666664
2014-11-26,Línea 4,91874,9187.4
2024-09-07,Línea 4,72187,7218.7
2024-09-10,Línea 12,373324,18666.2
2017-02-27,Línea 8,378812,22283.058823529413
2017-02-11,Línea 12,263123,13156.15
2019-02-04,Línea 9,314878,26239.833333333332
2019-02-05,Línea 8,409920,21574.736842105263
2018-02-12,Línea 2,824582,34357.583333333336
2018-02-03,Línea B,322688,16983.57894736842
2018-02-25,Línea 2,502053,21828.391304347828
2010-12-04,Línea 1,720624,37927.57894736842
2010-12-21,Línea 9,319731,29066.454545454544
2023-12-26,Línea 7,174064,12433.142857142857
2010-10-04,Línea 4,72010,9001.25
2010-10-09,Línea 8,384839,21379.944444444445
2024-07-01,Línea 4,62754,6972.666666666667
2014-09-17,Línea 3,770782,36703.90476190476
2014-09-27,Línea 3,585083,27861.095238095237
2014-09-12,Línea 12,168380,18708.88888888889
2014-04-09,Línea 1,739158,36957.9
2014-04-15,Línea 11,38414,38414.0
2014-06-30,Línea 8,348724,19373.555555555555
2014-06-24,Línea 6,143686,13062.363636363636
2014-06-08,Línea 4,50275,5027.5
2014-06-09,Línea A,281008,28100.8
2014-06-30,Línea 5,272777,19484.071428571428
2014-06-13,Línea 8,412158,21692.526315789473
2014-06-07,Línea 12,102849,11427.666666666666
2015-09-07,Línea 3,713964,33998.28571428572
2015-09-03,Línea 12,164212,18245.777777777777
2014-11-14,Línea 9,385177,32098.083333333332
2014-11-26,Línea 9,277606,25236.909090909092
2014-11-24,Línea 6,144382,13125.636363636364
2014-11-17,Línea 7,129867,9276.214285714286
2014-11-16,Línea 4,48603,6075.375
2017-02-10,Línea 9,364978,30414.833333333332
2017-02-05,Línea 7,127718,9122.714285714286
2017-02-23,Línea 4,98362,9836.2
2017-02-08,Línea 3,773338,36825.619047619046
2019-02-08,Línea 7,353101,25221.5
2019-02-03,Línea 8,352385,18546.57894736842
2019-02-04,Línea B,447488,21308.95238095238
2018-02-26,Línea 6,163392,14853.818181818182
2013-02-27,Línea 6,167337,15212.454545454546
2013-02-03,Línea A,145064,14506.4
2023-12-30,Línea 2,430432,18714.434782608696
2023-10-07,Línea A,135771,16971.375
2010-10-27,Línea 1,752947,39628.78947368421
2010-10-03,Línea 1,423658,22297.78947368421
2023-10-24,Línea 7,293429,20959.214285714286
2024-07-18,Línea A,187914,18791.4
2024-07-05,Línea 2,647616,26984.0
2014-09-06,Línea A,270413,30045.88888888889
2014-09-27,Línea 2,844934,36736.260869565216
2014-04-20,Línea B,246561,11741.0
2014-04-27,Línea 4,47583,5287.0
2014-06-16,Línea 1,784600,39230.0
2015-04-22,Línea A,326871,32687.1
2014-11-21,Línea 8,453853,23887.0
2017-02-24,Línea 4,100926,10092.6
2017-02-06,Línea 7,138805,9914.642857142857
2017-02-15,Línea 1,689416,36285.05263157895
2017-02-18,Línea 3,576258,30329.36842105263
2017-02-06,Línea 9,177230,14769.166666666666
2019-02-24,Línea A,126029,12602.9
2018-02-28,Línea 12,302539,15923.105263157895
2013-02-21,Línea 7,352797,25199.785714285714
2013-02-02,Línea A,214528,21452.8
2014-02-08,Línea B,446983,21284.904761904763
2014-02-02,Línea 5,130130,10010.0
2010-12-08,Línea 8,485129,25533.105263157893
2010-12-14,Línea 8,461490,24288.947368421053
2023-12-07,Línea A,219953,21995.3
2023-12-20,Línea 6,122887,11171.545454545454
2023-10-12,Línea 4,81494,8149.4
2013-02-21,Línea 12,261846,13092.3
2010-10-25,Línea 4,81729,8172.9
2024-07-29,Línea 3,456254,22812.7
2014-09-18,Línea 5,257679,21473.25
2014-09-03,Línea 9,378164,34378.545454545456
2014-04-26,Línea 8,327722,17248.526315789473
2014-06-11,Línea 7,333426,23816.14285714286
2015-09-23,Línea 9,354959,29579.916666666668
2015-09-22,Línea 4,93187,9318.7
2015-04-13,Línea 4,84009,8400.9
2014-11-02,Línea A,147527,14752.7
2024-09-17,Línea 8,388005,20421.315789473683
2024-09-06,Línea 8,399077,22170.944444444445
2017-02-08,Línea 9,373322,31110.166666666668
2017-02-05,Línea 3,346521,17326.05
2019-02-01,Línea 2,649787,28251.608695652172
2018-02-11,Línea A,151984,15198.4
2018-02-05,Línea 9,168753,14062.75
2013-02-24,Línea A,144690,16076.666666666666
2014-02-08,Línea 1,650908,32545.4
2014-02-19,Línea A,286194,28619.4
2010-12-18,Línea 9,260510,21709.166666666668
2010-12-21,Línea 3,674106,32100.285714285714
2010-12-26,Línea B,314102,14957.238095238095
2010-12-04,Línea 11,12811,12811.0
2023-12-13,Línea 7,288069,20576.35714285714
2023-10-18,Línea 9,292473,24372.75
2023-10-05,Línea 4,79513,7951.3
2024-07-21,Línea 1,138798,13879.8
2014-09-02,Línea 1,819349,40967.45
2014-09-17,Línea 6,153396,13945.09090909091
2014-09-14,Línea 2,485461,20227.541666666668
2014-04-23,Línea 7,307836,21988.285714285714
2014-04-16,Línea B,455992,21713.904761904763
2014-06-07,Línea 4,70459,7828.777777777777
2015-09-30,Línea B,493672,23508.190476190477
2015-09-23,Línea 4,82318,8231.8
2015-09-02,Línea 7,344623,24615.928571428572
2015-04-07,Línea 3,687838,32754.190476190477
2014-11-13,Línea 1,813579,40678.95
2014-11-24,Línea A,296598,29659.8
2014-11-02,Línea B,281784,13418.285714285714
2014-11-05,Línea 12,185462,20606.88888888889
2024-09-19,Línea 6,137424,12493.09090909091
2024-09-07,Línea 1,197833,19783.3
2017-02-01,Línea 8,424092,22320.63157894737
2019-02-12,Línea 12,443524,23343.36842105263
2019-02-02,Línea 9,248010,20667.5
2019-02-06,Línea 7,140657,10046.92857142857
2019-02-23,Línea 9,266208,22184.0
2018-02-15,Línea 3,793106,37766.95238095238
2018-02-22,Línea 4,99133,9913.3
2014-02-17,Línea B,460102,23005.1
2014-02-07,Línea 4,93638,9363.8
2024-07-29,Línea 8,331526,18418.11111111111
2024-07-18,Línea 8,353162,19620.11111111111
2024-07-21,Línea 6,50854,4623.090909090909
2024-07-19,Línea 9,229520,25502.222222222223
2024-07-16,Línea 1,150113,18764.125
2014-09-23,Línea B,480785,22894.52380952381
2014-09-19,Línea 2,941819,39242.458333333336
2014-09-06,Línea 12,104936,11659.555555555555
2014-04-03,Línea B,496592,23647.238095238095
2014-06-28,Línea B,431897,21594.85
2014-06-25,Línea 2,808546,33689.416666666664
2014-06-06,Línea 7,319996,22856.85714285714
2014-06-29,Línea 8,211155,12420.882352941177
2014-11-23,Línea 1,469516,23475.8
2024-09-16,Línea 8,172305,9068.684210526315
2024-09-18,Línea 1,207222,15940.153846153846
2017-02-22,Línea 5,266606,20508.153846153848
2019-02-17,Línea 9,139734,12703.09090909091
2019-02-17,Línea 7,128263,9161.642857142857
2019-02-15,Línea 3,735830,35039.52380952381
2019-02-22,Línea 12,420097,22110.36842105263
2018-02-08,Línea A,282765,31418.333333333332
2013-02-12,Línea 1,781139,39056.95
2013-02-26,Línea 1,783466,39173.3
2014-02-16,Línea 12,132358,7353.222222222223
2014-02-09,Línea 6,73027,6638.818181818182
2023-12-16,Línea 3,386286,18394.571428571428
2023-12-15,Línea 1,181680,18168.0
2010-10-17,Línea A,144048,14404.8
2024-07-01,Línea 2,586658,24444.083333333332
2014-09-22,Línea 1,858305,42915.25
2014-09-10,Línea B,477798,22752.285714285714
2014-06-22,Línea 6,64977,5907.0
2014-06-21,Línea 7,215472,15390.857142857143
2014-06-29,Línea 9,162127,13510.583333333334
2015-09-13,Línea B,289499,13785.666666666666
2015-09-18,Línea 3,750845,35754.52380952381
2015-04-07,Línea 1,775055,38752.75
2015-04-18,Línea 7,257969,18426.35714285714
2014-11-16,Línea 8,240528,13362.666666666666
2014-11-02,Línea 9,184488,15374.0
2014-11-29,Línea 3,591096,29554.8
2024-09-19,Línea 3,592471,28212.904761904763
2024-09-29,Línea 7,117087,8363.357142857143
2017-02-02,Línea 2,857330,37275.217391304344
2017-02-14,Línea 2,828946,36041.13043478261
2019-02-07,Línea 12,407817,20390.85
2019-02-19,Línea 5,252769,19443.76923076923
2019-02-22,Línea 6,173956,15814.181818181818
2018-02-08,Línea 2,881605,35264.2
2018-02-23,Línea A,333060,33306.0
2018-02-03,Línea 7,247365,17668.928571428572
2013-02-02,Línea B,453800,21609.52380952381
2013-02-20,Línea 7,314350,22453.571428571428
2014-02-16,Línea B,296523,14120.142857142857
2010-12-19,Línea 4,49425,5491.666666666667
2023-12-30,Línea B,358396,17066.47619047619
2023-12-29,Línea 2,480884,20908.0
2023-10-31,Línea 8,361341,19017.947368421053
2024-09-17,Línea 11,33963,33963.0
2024-07-24,Línea 5,160910,12377.692307692309
2024-07-29,Línea 9,219895,24432.777777777777
2024-07-20,Línea 9,169453,18828.11111111111
2014-04-22,Línea A,275200,27520.0
2014-06-08,Línea A,156458,15645.8
2014-06-18,Línea 7,315489,22534.928571428572
2014-06-15,Línea 8,230699,12142.052631578947
2014-06-20,Línea 9,315730,28702.727272727272
2014-06-25,Línea 7,315463,22533.071428571428
2015-09-04,Línea 5,279109,21469.923076923078
2015-09-14,Línea 1,777923,40943.31578947369
2015-04-11,Línea 7,204430,15725.384615384615
2014-11-23,Línea 3,361894,17233.04761904762
2014-11-12,Línea 5,267060,20543.076923076922
2024-09-23,Línea A,182827,20314.11111111111
2017-02-18,Línea 2,798170,33257.083333333336
2017-02-03,Línea 5,264018,20309.076923076922
2019-02-09,Línea 2,812129,33838.708333333336
2018-02-05,Línea B,292087,13908.904761904761
2013-02-13,Línea 2,884747,40215.77272727273
2014-02-16,Línea 8,202748,11263.777777777777
2014-02-01,Línea 5,225829,17371.46153846154
2014-02-05,Línea 6,156339,14212.636363636364
2010-12-06,Línea 4,91099,9109.9
2010-12-12,Línea 5,170509,13116.076923076924
2023-12-28,Línea 2,509345,20373.8
2023-12-22,Línea 3,435479,19794.5
2023-12-25,Línea B,154088,7337.523809523809
2023-10-15,Línea 2,332475,13853.125
2023-10-03,Línea 12,205543,15811.0
2010-10-29,Línea 4,92351,9235.1
2010-10-24,Línea 9,157116,13093.0
2010-10-16,Línea 6,116577,10597.90909090909
2024-07-12,Línea B,371766,17703.14285714286
2024-07-16,Línea 4,69296,6929.6
2024-07-04,Línea B,352761,16798.14285714286
2014-09-17,Línea 1,819026,39001.23809523809
2014-09-18,Línea A,319816,31981.6
2014-04-23,Línea 9,353951,29495.916666666668
2014-06-20,Línea 1,778436,37068.380952380954
2014-06-19,Línea 5,225890,18824.166666666668
2015-09-26,Línea 6,128397,10699.75
2015-09-26,Línea 8,357533,19862.944444444445
2014-11-26,Línea 5,246700,20558.333333333332
2024-09-21,Línea 8,323322,17016.947368421053
2017-02-07,Línea B,458236,21820.761904761905
2017-02-06,Línea 6,68610,6237.272727272727
2014-02-15,Línea 5,191039,14695.307692307691
2010-12-28,Línea 8,374098,19689.36842105263
2010-12-20,Línea 6,121611,11055.545454545454
2010-12-01,Línea 3,824831,39277.666666666664
2023-12-19,Línea 4,66706,6670.6
2023-12-03,Línea 5,82569,7506.272727272727
2023-10-16,Línea 3,523377,23789.863636363636
2023-10-10,Línea B,361414,18070.7
2010-10-05,Línea B,501997,23904.619047619046
2010-10-27,Línea 6,167196,15199.636363636364
2010-10-31,Línea 3,407468,19403.238095238095
2024-07-26,Línea 3,461310,23065.5
2024-07-14,Línea 6,48321,4392.818181818182
2014-09-29,Línea 6,155141,14103.727272727272
2014-04-30,Línea 8,408434,21496.526315789473
2014-04-30,Línea 1,780553,39027.65
2014-04-09,Línea 9,354466,32224.18181818182
2014-06-04,Línea B,461810,21990.95238095238
2015-09-21,Línea 5,261350,20103.846153846152
2015-04-26,Línea A,152575,16952.777777777777
2014-11-11,Línea 5,272012,20924.0
2014-11-20,Línea 7,298534,21323.85714285714
2014-11-25,Línea 9,373550,33959.09090909091
2014-11-02,Línea 3,351041,16716.238095238095
2024-09-24,Línea 4,79938,7993.8
2024-09-14,Línea 7,162737,12518.23076923077
2017-02-28,Línea 2,862411,35933.791666666664
2017-02-07,Línea 8,404071,21266.894736842107
2010-12-31,Línea A,199346,19934.6
2010-12-07,Línea 5,283907,21839.0
2023-12-23,Línea 7,145641,10402.92857142857
2023-10-09,Línea A,235310,23531.0
2010-10-19,Línea 8,481660,25350.526315789473
2010-10-23,Línea 1,714807,35740.35
2010-10-01,Línea 3,900406,42876.47619047619
2010-10-24,Línea 1,495512,24775.6
2024-07-27,Línea 9,168388,18709.777777777777
2024-07-12,Línea 8,365969,19261.526315789473
2014-09-22,Línea A,320430,32043.0
2014-09-02,Línea 4,105144,10514.4
2014-04-14,Línea 3,588412,28019.619047619046
2014-06-02,Línea 4,90243,9024.3
2014-06-27,Línea 2,864811,36033.791666666664
2014-06-01,Línea 1,481005,25316.052631578947
2014-06-25,Línea 8,348753,20514.882352941175
2014-06-09,Línea 12,151573,16841.444444444445
2015-09-25,Línea 5,286138,22010.615384615383
2015-04-11,Línea 9,267730,22310.833333333332
2015-04-12,Línea 1,503527,25176.35
2015-04-04,Línea 12,52238,5804.222222222223
2014-11-13,Línea 8,427031,23723.944444444445
2024-09-07,Línea 2,598521,24938.375
2024-09-23,Línea 2,638723,29032.863636363636
2024-09-09,Línea A,223832,22383.2
2024-09-16,Línea 9,90009,8182.636363636364
2017-02-25,Línea B,428885,20423.095238095237
2017-02-16,Línea 7,383848,27417.714285714286
2017-02-26,Línea 5,156128,12009.846153846154
2017-02-26,Línea 9,198128,18011.636363636364
2019-02-21,Línea 8,417143,21954.894736842107
2019-02-24,Línea 8,241750,12723.684210526315
2018-02-13,Línea 12,381079,20056.78947368421
2013-02-01,Línea 3,839498,41974.9
2013-02-05,Línea 9,382689,34789.90909090909
2014-02-03,Línea 1,479436,23971.8
2010-12-06,Línea 3,705127,35256.35
2023-12-05,Línea B,412993,19666.333333333332
2023-12-19,Línea 7,259709,18550.64285714286
2023-12-09,Línea A,191557,19155.7
2023-12-14,Línea 5,188320,15693.333333333334
2023-12-12,Línea B,360265,17155.47619047619
2023-10-29,Línea 2,392321,16346.708333333334
2010-10-23,Línea 3,688315,32776.90476190476
2010-10-28,Línea B,531947,25330.809523809523
2010-10-22,Línea A,235417,26157.444444444445
2024-07-09,Línea 6,111412,10128.363636363636
2024-07-05,Línea 8,376921,19837.947368421053
2014-06-21,Línea 2,740435,30851.458333333332
2014-06-03,Línea 7,318814,22772.428571428572
2015-09-19,Línea 7,226401,16171.5
2015-09-24,Línea 1,757028,37851.4
2015-09-07,Línea 5,229724,19143.666666666668
2015-04-28,Línea A,321570,32157.0
2015-04-26,Línea 11,1505,1505.0
2014-11-16,Línea 2,563081,23461.708333333332
2014-11-07,Línea A,298599,29859.9
